assignee,assignees,body,closed_at,comments,created_at,created_by,id,labels,milestone_closed_at,milestone_created_at,milestone_due_on,milestone_id,milestone_number,milestone_updated_at,number,state,team,title,updated_at
,,"- low number of total commits
- the feb report mentions an ROR site, not screen snaps. not sure if that is real of ""vaporware"" at this point
- the data mining stuff is interesting but you realize you need data to mine data, right? and if you cant get exactly what you want right now then the game changes: 
       - can you design an environment that would collect the necessity data such that data mining would become useful at some time in the future?

looking forward to seeing what parts of this are running, at the demos after the break.",2017-03-27T20:37:34Z,2,2017-03-01T15:00:04Z,timm,211106190,,,,,,,,12,closed,team4,some interesting pattterns in your work,2017-03-27T20:37:34Z
user2,['user2'],- [x] Create Report,2017-03-01T02:36:47Z,0,2017-02-26T18:15:49Z,user1,210336496,,2017-04-20T20:35:56Z,2017-02-06T22:09:30Z,2017-02-28T08:00:00Z,2304184.0,2.0,2017-04-20T20:35:56Z,11,closed,team4,Create Report,2017-03-01T02:36:47Z
,,"- [ ] Book a domain and host the website
- [ ] Add data for all the courses on the website 
- [ ] Enhance text mining solution to rate specific Professor
",2017-04-19T11:59:56Z,0,2017-02-23T23:06:13Z,user1,209911922,,2017-04-20T20:35:58Z,2017-02-06T22:12:18Z,2017-03-31T07:00:00Z,2304189.0,3.0,2017-04-20T20:35:58Z,10,closed,team4,Carrry over from Feb Milestone,2017-04-19T11:59:56Z
,,"- [x] Check integration of multiple languages and tools
- [x] Test website (RubyonRails)
- [ ] Add people/ and review forum (PUSHED TO MARCH MILESTONE)
- [ ] Test the text mining/regression model (PUSHED TO MARCH MILESTONE)
- [x] Test integration of website and text mining. ",2017-03-01T02:37:12Z,0,2017-02-13T21:50:12Z,user1,207349755,,2017-04-20T20:35:56Z,2017-02-06T22:09:30Z,2017-02-28T08:00:00Z,2304184.0,2.0,2017-04-20T20:35:56Z,9,closed,team4,Testing (23 - 28 Feb),2017-03-01T02:37:12Z
,,"- [ ] Get data from RateMyProfessor
- [ ] Create a script to automatically import new data to our database
- [ ] Enhance text mining solution to rate Content on the scale - EASY vs HARD",2017-04-19T11:59:56Z,0,2017-02-06T22:30:44Z,user1,205727689,,2017-04-20T20:35:56Z,2017-02-06T22:09:30Z,2017-02-28T08:00:00Z,2304184.0,2.0,2017-04-20T20:35:56Z,8,closed,team4,Extension,2017-04-19T11:59:56Z
,,"So we can keep track of when we're meeting. 

- [x]  Talk to professor in class about solutions for Peer to Peer Implementation
- [x] Meet on Feb 9th (Agenda : Data collection, and add to database)
- [x] Meet on Feb 13th (Get the data together, and build designs)
Data collection is done. Design to be ready by next meeting
- [x] Meet on Feb 16th (Discuss the progress on designs)
Extending to Saturday meeting
- [x] Meet on Saturday Feb 18th (Noon hack to get things done)
- [x] Meet on Tuesday, Feb 21st (Discuss progress on assignments and update GITHUB profile for spot quiz)
- [x] Meeting for integrating website and text mining (Wed, Feb 22) 
- [x] Meet on Saturday for testing, Feb 25th. 
- [x] Meeting on Monday, 2/27 to complete report. 
- [x] Meeting on 3/27 to finalize evaluations
- [ ] Meeting on 3/29 for Evaluations",2017-04-19T11:59:56Z,0,2017-02-06T22:16:05Z,user1,205724322,,2017-04-20T20:35:58Z,2017-02-06T22:12:18Z,2017-03-31T07:00:00Z,2304189.0,3.0,2017-04-20T20:35:58Z,7,closed,team4,Project Meetings,2017-04-19T11:59:56Z
user3,"['user3', 'user1', 'user2']","- [x] Create a database (Adrian, Fuzail. Deadline : Feb 13. Extended to Feb 16)
- [x] Book domain for hosting Ruby on Rails application (Along with testing)
We will just do the demo on local host
- [x] Create design/prototype of website. (Adrian, Fuzail. ETA : Feb 16)
Extended to Feb 18
- [x] Integrate text mining solution to the website. (Zubin, Adrian. ETA : Feb 25)
- [ ] Deploy website on a public server. (PUSHED TO MARCH MILESTONE)",2017-03-01T02:35:54Z,0,2017-02-06T22:15:21Z,user3,205724156,,2017-04-20T20:35:56Z,2017-02-06T22:09:30Z,2017-02-28T08:00:00Z,2304184.0,2.0,2017-04-20T20:35:56Z,6,closed,team4,Implementation 1 : Web Slurping,2017-03-01T02:39:59Z
,,"Things to support the 3 implementations. 
Identify stuff that we cannot work without! 

- [x] Collect data on Course Description (Zubin. Deadline : 9th Feb)
STATUS : Converted data on Spring 2017 using Python script. Output uploaded on Data Collection folder. ETA for rest : 13 Feb
- [x] Collect data on Grade Distribution (Adrian, Fuzail. Deadline : 9th Feb)
STATUS : Fuzail to check with CSC department if we can get the data directly. 
Else, export details to Excel for each Course from MyPack
- [x] Create a database (Adrian, Fuzail. Deadline : Feb 13 (Extended to Feb 16. To combine course description and data into DB)
- [x] Book domain for hosting Ruby on Rails application (Along with testing)
We will just do the demo on local host",2017-03-01T02:35:23Z,0,2017-02-06T22:14:34Z,user1,205723979,,2017-04-20T20:35:56Z,2017-02-06T22:09:30Z,2017-02-28T08:00:00Z,2304184.0,2.0,2017-04-20T20:35:56Z,5,closed,team4,Data Collection (Core Infrastructure),2017-03-01T02:35:23Z
user3,"['user3', 'user1', 'user2']","- [x] Create design/prototype for text mining. (Zubin. ETA : Feb 13. Extended to Feb 18)
Following summarizes the design for text mining approach 
1. Get reviews/contents from Piazza
2. For each course, convert them into Vector (Using Doc2Vec data algorithm) 
3. From the Doc2Vec model, get the similar words to a list of words we are interested in. (For example : Professor, Rating, Course, Difficulty etc) 
4. Compare the output from Doc2Vec model to a set of Good Words and Bad Words (These set of good and bad words are available on the internet) 
5. Compute a rating for each course - count(good)/(count(good) + count(bad)) 

- [x] Convert output from Piazza API (Javascript) to JSON format and pass it to Python script which does the Doc2Vec modeling 
- [x] Research more on Doc2Vec modeling, and coding it up on Python 
- [x] Make a list of words we are interested in 
- [x] Get the list of good words and bad words 
- [x] Code up on Python and test
- [x] Find out ways to extract text from attachments (PDF, image etc). Right now, Piazza posts these as hyperlinks - parse the HTML link (or download the PDF), and extract its content 
- [ ] Check how to get Course content evaluated (easy vs hard as opposed to usual good vs bad) (PUSHED TO MARCH MILESTONE)
- [x] Integrate to Ruby website
",2017-03-01T02:36:25Z,0,2017-02-06T22:13:54Z,user1,205723835,,2017-04-20T20:35:56Z,2017-02-06T22:09:30Z,2017-02-28T08:00:00Z,2304184.0,2.0,2017-04-20T20:35:56Z,4,closed,team4,Implementation 2 : Text Mining,2017-03-01T02:40:20Z
user3,"['user3', 'user1', 'user2']","Ways to connect the right people to the right people. 

- [x] Start a forum on Piazza (Adrian. ETA : 13 Feb)
- [x] Add forum pages for the following courses (Zubin. ETA : 18 Feb) 
       - Software Engineering (CSC 510)
       - Algo (CSC 505)
       - OODD (CSC 517) 
       - DMBS (CSC 540) 
       - ADS (CSC 541) 
       - BI (CSC 591) 
       - Machine Learning (CSC 591) 
- [x] Fill above pages with sample data, syllabus, reviews etc (ETA pushed to 25 Feb)
       - Software Engineering (CSC 510) (Fuzail - ETA : 21 Feb)
       - Algo (CSC 505) (Zubin - ETA : 21 Feb)
       - OODD (CSC 517) (Fuzail - ETA : 21 Feb)
       - DMBS (CSC 540) (Adrian - ETA : 21 Feb)
       - ADS (CSC 541) (Adrian - ETA : 21 Feb)
       - BI (CSC 591) (Zubin - ETA : 21 Feb)
       - Machine Learning (CSC 591) (Zubin - ETA : 21 Feb)
- [x] Use Piazza API to get info for text mining (Zubin. ETA : 16 Feb)
Uses JS. We need to integrate languages in the end design",2017-03-01T02:36:39Z,0,2017-02-06T22:11:27Z,user1,205723282,,2017-04-20T20:35:56Z,2017-02-06T22:09:30Z,2017-02-28T08:00:00Z,2304184.0,2.0,2017-04-20T20:35:56Z,3,closed,team4,Implementation 3 : Peer to Peer,2017-03-01T02:36:39Z
,,,2017-01-27T21:05:59Z,0,2017-01-27T21:02:29Z,user3,203739382,,,,,,,,2,closed,team4,Adrian,2017-01-27T21:05:59Z
,,"- [x] Abstract - Fuzail 
- [x] Introduction - Fuzail 
- [x] Data Review - Zubin
- [x] Data Presentation - Adrian 
- [x] Literature Review - Fuzail
- [x] Conclusion - Fuzail",2017-02-01T00:07:18Z,1,2017-01-26T23:35:46Z,user1,203521201,,2017-02-07T23:13:36Z,2017-01-26T23:34:14Z,2017-01-31T08:00:00Z,2281219.0,1.0,2017-02-07T23:13:36Z,1,closed,team4,Create Report,2017-02-01T00:07:18Z
,,,2017-03-28T23:05:00Z,0,2017-03-28T23:03:31Z,user1,217718117,,,,,,,,27,closed,team5,merge changes,2017-03-28T23:05:00Z
,,,2017-03-31T17:25:08Z,0,2017-03-18T15:45:16Z,user1,215202242,,,,,,,,26,closed,team5,Refresh newsfeed,2017-03-31T17:25:08Z
user3,['user3'],,2017-03-31T17:25:56Z,0,2017-03-18T15:21:43Z,user1,215200766,,,,,,,,25,closed,team5,Creating another database for storing user generated data.,2017-03-31T17:25:56Z
,,"A. Tracking user behavior in web app 
    1. Time spent
    2. Like/Dislike button
    3. 5 star ratings before closing the tab.
B. Interviews
",2017-04-07T16:20:21Z,1,2017-03-18T15:20:39Z,user1,215200706,,,,,,,,24,closed,team5,User Evaluations Techniques,2017-04-07T16:20:21Z
,,,2017-03-13T04:20:45Z,0,2017-03-10T17:51:27Z,user1,213408121,[u'feature'],,,,,,,23,closed,team5,Need to add refresh button.,2017-03-13T04:20:45Z
user2,['user2'],"Uncaught SyntaxError: missing ) after argument list  
",2017-03-31T17:24:55Z,1,2017-03-10T17:45:37Z,user1,213406731,[u'bug'],,,,,,,22,closed,team5,Responsive Voice Issue,2017-03-31T17:24:55Z
,,"mr thomas is committing much more than the rest. Do you need to talk about work balancing?

The written report mentions products without any samples. e.g. no web screenshots.

I look forward to seeing what you have running on all this, after the break",2017-03-18T15:15:59Z,0,2017-03-01T15:08:07Z,timm,211108567,,,,,,,,21,closed,team5,interesting patterns in your work,2017-03-18T15:15:59Z
,,,2017-03-09T03:34:40Z,1,2017-02-23T17:26:06Z,user1,209829087,,,,,,,,20,closed,team5,Automatic scrolling feature for the newsfeed if the newsfeed is overflowing,2017-03-09T03:34:40Z
,,,2017-03-10T05:25:35Z,1,2017-02-23T17:25:05Z,user1,209828806,,,,,,,,19,closed,team5,Adding images to the newsfeed,2017-03-10T05:25:35Z
user2,['user2'],Limited character count for a Twitter post forces stories to be multiple tweets. Must figure out the best way to represent one story in multiple posts.,2017-03-31T17:38:10Z,0,2017-02-23T17:17:10Z,user2,209826577,[u'enhancement'],2017-04-11T21:40:58Z,2017-02-06T20:00:50Z,2017-02-28T08:00:00Z,2303921.0,5.0,2017-04-11T21:40:58Z,18,closed,team5,Better splitting of large news stories on Twitter.,2017-03-31T17:38:10Z
,,,2017-03-18T15:16:10Z,1,2017-02-23T17:15:47Z,user1,209826214,,,,,,,,17,closed,team5,Uniform web page design across all webpages,2017-03-18T15:16:10Z
user2,['user2'],,2017-03-31T17:26:11Z,1,2017-02-23T17:14:28Z,user1,209825855,[u'feature'],2017-04-11T21:40:55Z,2017-02-06T20:00:07Z,2017-02-28T08:00:00Z,2303919.0,4.0,2017-04-11T21:40:55Z,16,closed,team5,Prefetching the news article to improve the response time.,2017-03-31T17:26:11Z
,,,2017-03-18T15:17:21Z,0,2017-02-23T17:12:42Z,user1,209825401,,,,,,,,15,closed,team5,Look into text-to-speech API for third implementation.,2017-03-18T15:17:21Z
,,,2017-02-23T17:20:04Z,1,2017-02-21T06:46:41Z,user1,209056316,[u'help wanted'],,,,,,,14,closed,team5,Display the news on the same page,2017-02-23T17:20:04Z
user2,['user2'],,2017-02-18T15:33:37Z,1,2017-02-18T15:32:14Z,user2,208648487,,2017-04-11T21:40:58Z,2017-02-06T20:00:50Z,2017-02-28T08:00:00Z,2303921.0,5.0,2017-04-11T21:40:58Z,13,closed,team5,Use Twitter API to post messages from Python script.,2017-02-18T15:33:37Z
user2,['user2'],,2017-02-08T21:45:58Z,1,2017-02-07T19:14:53Z,user2,205986150,,2017-04-11T21:40:58Z,2017-02-06T20:00:50Z,2017-02-28T08:00:00Z,2303921.0,5.0,2017-04-11T21:40:58Z,12,closed,team5,Publish text to Facebook Page using API,2017-02-08T21:45:58Z
user2,['user2'],,2017-02-23T17:14:27Z,0,2017-02-07T18:57:30Z,user2,205981729,[u'feature'],2017-04-11T21:40:55Z,2017-02-06T20:00:07Z,2017-02-28T08:00:00Z,2303919.0,4.0,2017-04-11T21:40:55Z,11,closed,team5,Use Python News API to summarize an article,2017-02-23T17:14:27Z
user3,['user3'],,2017-02-23T17:18:34Z,0,2017-02-07T18:56:37Z,user2,205981505,,2017-04-11T21:40:55Z,2017-02-06T20:00:07Z,2017-02-28T08:00:00Z,2303919.0,4.0,2017-04-11T21:40:55Z,10,closed,team5,Create Flask App with Login,2017-02-23T17:18:34Z
,,,2017-02-21T06:47:01Z,1,2017-02-07T18:37:36Z,user1,205976689,,2017-04-11T21:40:55Z,2017-02-06T20:00:07Z,2017-02-28T08:00:00Z,2303919.0,4.0,2017-04-11T21:40:55Z,9,closed,team5,Brainstorming for project implementation methodology,2017-02-21T06:47:01Z
,,"Stats on news viewership
http://www.journalism.org/files/legacy/NIELSEN%20STUDY%20-%20Copy.pdf

Economics of online news?
http://journals.sagepub.com/doi/pdf/10.1177/107769900908600309",2017-02-07T18:34:01Z,0,2017-01-27T19:29:22Z,user2,203719521,,,,,,,,8,closed,team5,Possible Papers,2017-02-07T18:34:01Z
,,"Ask the user to go over 2 set of news applications. One with summarized news ie flipboard and other news app such as bbc or nytimes. Ask them which one do they prefer and why.

",2017-02-07T18:34:13Z,1,2017-01-23T19:40:14Z,user1,202630344,[u'meeting'],,,,,,,7,closed,team5,1/23/17 Personal Interviews Ideas,2017-02-18T15:38:26Z
,,"Put up the questionnaire online
Discuss what needs to be written in the report
",2017-02-07T18:34:07Z,0,2017-01-23T19:21:44Z,user1,202625833,[u'meeting'],,,,,,,6,closed,team5,1/23/17 Meeting Minutes,2017-02-18T15:37:59Z
,,"What we did:
* Discuss Papers
* Discuss Jan Report
 
Whats next:
* Pass out survey
* Group evaluations ('chit' system or w/e)
* Begin writing report",2017-02-07T18:32:32Z,0,2017-01-21T17:22:04Z,user2,202327917,[u'meeting'],,,,,,,5,closed,team5,1/21/17 Meeting Minutes,2017-02-18T15:42:03Z
timm,['timm'],"A low bandwidth news app where a user can choose his preferences of news. We have a designed three solutions for the same,

1. Web Application: We are planning to create a web application in Python flask that allows the user to create an account and view latest news according to his preferences.

2. A news reader: A text-to-speech generator that can read the news to the user.

3. A text-based news delivery system: News delivered in the form of text message, particularly targeted in users with limited Internet  accessibility.

References:
1. Personalized news recommendation based on click behavior :  http://dl.acm.org/citation.cfm?id=1719976
2. A contextual-bandit approach to personalized news article recommendation : http://dl.acm.org/citation.cfm?id=1772758
3. Multilingual Information Retrieval and Smart News Feed Based on Big Data : http://ieeexplore.ieee.org/document/7396613/?reload=true&arnumber=7396613&tag=1
4. Personalized news retrieval system : https://www.google.com/patents/US20050028194 
5. An adaptive personalized news dissemination system : http://link.springer.com/article/10.1007/s10844-008-0053-8",2017-02-07T18:34:16Z,0,2017-01-18T20:08:13Z,user3,201679014,,,,,,,,4,closed,team5,Personalized News Feed,2017-02-07T18:34:16Z
,,,2017-02-07T18:32:23Z,1,2017-01-18T19:06:28Z,user1,201663742,,,,,,,,3,closed,team5,Three different solutions,2017-02-07T18:32:23Z
,,,2017-02-07T18:34:26Z,1,2017-01-18T18:38:26Z,user1,201657223,,,,,,,,2,closed,team5,Two way text based communication problem between mobile and web server,2017-02-07T18:34:26Z
,,,2017-02-07T18:32:08Z,0,2017-01-18T18:35:54Z,user1,201656623,,,,,,,,1,closed,team5,News API which automatically categorizes the news articles,2017-02-07T18:32:08Z
,,,2017-02-23T01:17:05Z,0,2017-02-09T14:54:10Z,user1,206526739,,,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,32,closed,team6,Implementing google trends(include server setting),2017-02-23T01:17:05Z
,,,2017-03-14T03:17:52Z,0,2017-02-09T14:54:00Z,user1,206526682,,,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,31,closed,team6,"[optional] Improve back up plan(better outlook, sync with up-to-date db setting, include google api features)",2017-03-14T03:17:52Z
,,,2017-02-12T16:53:40Z,0,2017-02-09T14:53:35Z,user1,206526574,,,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,30,closed,team6,[Tam - 10FEB] Display data from all tables,2017-02-12T16:53:40Z
,,,2017-02-22T21:44:19Z,0,2017-02-09T14:53:26Z,user1,206526532,,,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,29,closed,team6,[Christine- 2days] Build the most basic simulation interacting with database,2017-02-22T21:44:19Z
,,,2017-02-12T16:53:51Z,0,2017-02-09T14:53:10Z,user1,206526449,,,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,28,closed,team6,"[ Tam - 1 day ] Wrap up simulation (back up database, basic tests, etc)",2017-02-12T16:53:52Z
,,,2017-02-12T16:54:04Z,0,2017-02-09T14:52:50Z,user1,206526351,,,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,27,closed,team6,[Tam - 6 days] Researching for simulation options,2017-02-12T16:54:04Z
,,,2017-02-22T21:44:11Z,1,2017-02-08T21:27:40Z,user3,206329859,,,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,26,closed,team6,[Matt - 19FEB] Research Screen Share for Demo,2017-02-22T21:44:12Z
,,,2017-02-22T21:44:11Z,5,2017-02-08T21:24:33Z,user3,206329017,,,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,25,closed,team6,"[Matt - 17FEB] Auto Refresh, No Finger",2017-02-22T21:44:11Z
,,,2017-02-22T21:44:11Z,4,2017-02-08T21:23:25Z,user3,206328740,,,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,24,closed,team6,[Matt - 13FEB] Add Threat Map Buttons,2017-02-22T21:44:11Z
,,,2017-02-15T17:26:06Z,0,2017-02-07T22:40:32Z,user2,206039192,,,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,23,closed,team6,Group meeting on Feb. 14. (3 p.m.) at room 2323 in Hunt Library,2017-02-15T17:26:06Z
,,,2017-02-22T21:44:11Z,4,2017-02-07T21:55:43Z,user2,206028273,,,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,22,closed,team6,[Christine] researching and implementing andoid push notifications / server set up(php),2017-02-22T21:44:11Z
,,,2017-02-22T21:44:11Z,0,2017-02-07T21:54:53Z,user3,206028079,,,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,21,closed,team6,Matt - Research Auto-Refresh on mobile app screeen,2017-02-22T21:44:11Z
,,,2017-02-22T21:43:51Z,0,2017-02-07T21:54:51Z,user1,206028066,[u'enhancement'],,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,20,closed,team6,Build database node js interface,2017-02-22T21:43:52Z
,,,2017-02-07T18:23:40Z,6,2017-02-03T18:11:37Z,user2,205229444,,,,,,,,19,closed,team6,Weekly meeting on Feb 6 at 3 p.m. (Room 2323 in Hunt library),2017-02-07T18:23:40Z
,,"i know this a work in progress but on

https://docs.google.com/presentation/d/1U9hL_DG420zW8FS4d89bBGhxB9cYkr7ATJyzTlgxWaI/pub?start=true&loop=false&delayms=20000#slide=id.g1a765db5d3_0_70

slide17 is unusual. v. wordy

first few slides are v.nice btw. good use of white space and color

suggestion: add line numbers to each slide",2017-02-04T14:27:57Z,1,2017-01-31T04:43:22Z,timm,204204076,,,,,,,,18,closed,team6,slide 17 is ... unusual,2017-02-04T14:27:57Z
,,"- [ ] Finish final touchups and integration

- [ ] Finish github documentations

- [ ] Discuss materials for user eval

- [ ] to be added by team members",2017-03-14T03:17:52Z,0,2017-01-31T02:35:32Z,user1,204189768,,,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,17,closed,team6,Mile stone wrapping up (due 27FEB),2017-03-14T03:17:52Z
,,"- [x] Research demo options

- [x] Form test scenarios

- [x] Research and prepare solutions for test scenarios

- [x] Tune up final demo codes

- [ ] Prepare offline-demo

- [ ] Execute and record offline-demo

- [ ] Edit and publish offline-demo

@ChristineTzeng @mfarve1 ",2017-03-14T03:17:52Z,2,2017-01-31T02:31:18Z,user1,204189224,,,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,16,closed,team6,Demo finalization (due 20FEB),2017-03-14T03:17:52Z
,,(* to be defined *),2017-02-15T17:26:28Z,0,2017-01-31T02:29:25Z,user1,204189001,,,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,15,closed,team6,Second level prototyping (due 13FEB),2017-02-15T17:26:28Z
,,"Due dates : 06FEB17

- [x] Research on IBM cloud platform and mobil interfaces

- [x] Build simulation console (first level prototyping)

- [x] Build demo interface (first level prototyping)

Please put further discussions/resource links/issue reports/etc here",2017-02-11T18:55:57Z,2,2017-01-31T02:12:43Z,user1,204186746,,,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,14,closed,team6,First level prototyping (due 06FEB),2017-02-11T18:55:57Z
timm,"['timm', 'effat', 'user2', 'user1', 'user3']","Task Tracking Tool:

Remember Dr. Menzes mentioned Googlers used sticky notes on white boards? We have an equivalence here on GitHub. Please go to Projects > Basic demo prototyping and you will see 3 columns.
You can then create the tasks you are planning to do in the ""Todo"" column. Please try to be specific and realistic as possible especially when it comes to the time you think you will need to finish a particular task.  When you are working on a certain task, please drag it to the ""in-progress"" column, and when you're done, drag it to the ""finish"" column.

This will help everyone in the team keep track of the progress of our project and remind/help each other out if necessary.

",2017-03-14T03:17:52Z,6,2017-01-31T02:08:02Z,user1,204186092,,,2017-01-20T15:25:23Z,2017-02-28T08:00:00Z,2267276.0,2.0,2017-03-14T03:17:52Z,13,closed,team6,Announcements - FEB milestone,2017-03-14T03:17:52Z
,,,2017-01-31T00:54:39Z,2,2017-01-26T22:50:49Z,user2,203512862,,2017-01-31T01:48:43Z,2017-01-18T05:06:54Z,2017-01-31T08:00:00Z,2260454.0,1.0,2017-01-31T01:48:43Z,12,closed,team6,group meeting on Jan. 30 starts from 6 pm in Hunt Library Room 2323,2017-01-31T00:54:39Z
user1,['user1'],,2017-01-27T22:55:39Z,0,2017-01-26T21:58:25Z,timm,203501095,,,,,,,,11,closed,team6,feed gorilla,2017-01-27T22:55:39Z
user2,['user2'],,2017-01-27T22:55:39Z,0,2017-01-26T21:58:07Z,timm,203501009,,,,,,,,10,closed,team6,buy gorrilaa,2017-01-27T22:55:39Z
,,"- [x] buy pizza
- [x] book room

Room 2323 in Hunt Library on Jan. 24 from 3 pm to 4:30 pm",2017-01-28T16:02:09Z,2,2017-01-20T00:45:42Z,user2,202018021,,2017-01-31T01:48:43Z,2017-01-18T05:06:54Z,2017-01-31T08:00:00Z,2260454.0,1.0,2017-01-31T01:48:43Z,9,closed,team6,Team meeting 5(weekly),2017-01-28T16:02:09Z
,,Room 2325 in Hunt Library on Jan. 21 from 1 pm to 3 pm.,2017-01-22T07:08:15Z,5,2017-01-20T00:22:01Z,user2,202014533,,2017-01-31T01:48:43Z,2017-01-18T05:06:54Z,2017-01-31T08:00:00Z,2260454.0,1.0,2017-01-31T01:48:43Z,8,closed,team6,Team meeting 4,2017-01-22T07:08:15Z
user2,"['user2', 'user1', 'user3']",Please use this instead of gmail,2017-01-31T00:55:19Z,11,2017-01-18T05:39:41Z,user1,201483977,,2017-01-31T01:48:43Z,2017-01-18T05:06:54Z,2017-01-31T08:00:00Z,2260454.0,1.0,2017-01-31T01:48:43Z,7,closed,team6,Announcements,2017-01-31T00:55:19Z
